Sample_Name,Sample_Project,Amount,Microbiome,Category.,X,Sample,Highest.Dose.,Further.Dilutions.,fq1,fq2,Rep,Sample_Abbrv
Dryspinach-20-K10-2,KeminCaninePartThree,20,K10,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K10-2_L001_R1_001.fastq.gz,Dryspinach-20-K10-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-20-K10-3,KeminCaninePartTwo,20,K10,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K10-3_L001_R1_001.fastq.gz,Dryspinach-20-K10-3_L001_R2_001.fastq.gz,3,Dryspinach
Dryspinach-20-K3-1,KeminCaninePartTwo,20,K3,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K3-1_L001_R1_001.fastq.gz,Dryspinach-20-K3-1_L001_R2_001.fastq.gz,1,Dryspinach
Dryspinach-20-K3-2,KeminCaninePartThree,20,K3,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K3-2_L001_R1_001.fastq.gz,Dryspinach-20-K3-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-20-K3-3,KeminCaninePartOne,20,K3,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K3-3_L001_R1_001.fastq.gz,Dryspinach-20-K3-3_L001_R2_001.fastq.gz,3,Dryspinach
Dryspinach-20-K5-1,KeminCaninePartThree,20,K5,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K5-1_L001_R1_001.fastq.gz,Dryspinach-20-K5-1_L001_R2_001.fastq.gz,1,Dryspinach
Dryspinach-20-K5-2,KeminCaninePartOne,20,K5,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K5-2_L001_R1_001.fastq.gz,Dryspinach-20-K5-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-20-K5-3,KeminCaninePartTwo,20,K5,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K5-3_L001_R1_001.fastq.gz,Dryspinach-20-K5-3_L001_R2_001.fastq.gz,3,Dryspinach
Dryspinach-20-K7-1,KeminCaninePartThree,20,K7,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K7-1_L001_R1_001.fastq.gz,Dryspinach-20-K7-1_L001_R2_001.fastq.gz,1,Dryspinach
Dryspinach-20-K7-2,KeminCaninePartOne,20,K7,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K7-2_L001_R1_001.fastq.gz,Dryspinach-20-K7-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-20-K7-3,KeminCaninePartTwo,20,K7,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-20-K7-3_L001_R1_001.fastq.gz,Dryspinach-20-K7-3_L001_R2_001.fastq.gz,3,Dryspinach
Dryspinach-5-K10-1,KeminCaninePartOne,5,K10,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K10-1_L001_R1_001.fastq.gz,Dryspinach-5-K10-1_L001_R2_001.fastq.gz,1,Dryspinach
Dryspinach-5-K10-2,KeminCaninePartThree,5,K10,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K10-2_L001_R1_001.fastq.gz,Dryspinach-5-K10-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-5-K10-3,KeminCaninePartTwo,5,K10,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K10-3_L001_R1_001.fastq.gz,Dryspinach-5-K10-3_L001_R2_001.fastq.gz,3,Dryspinach
Dryspinach-5-K3-1,KeminCaninePartOne,5,K3,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K3-1_L001_R1_001.fastq.gz,Dryspinach-5-K3-1_L001_R2_001.fastq.gz,1,Dryspinach
Dryspinach-5-K3-2,KeminCaninePartThree,5,K3,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K3-2_L001_R1_001.fastq.gz,Dryspinach-5-K3-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-5-K3-3,KeminCaninePartTwo,5,K3,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K3-3_L001_R1_001.fastq.gz,Dryspinach-5-K3-3_L001_R2_001.fastq.gz,3,Dryspinach
Dryspinach-5-K5-1,KeminCaninePartOne,5,K5,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K5-1_L001_R1_001.fastq.gz,Dryspinach-5-K5-1_L001_R2_001.fastq.gz,1,Dryspinach
Dryspinach-5-K5-2,KeminCaninePartTwo,5,K5,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K5-2_L001_R1_001.fastq.gz,Dryspinach-5-K5-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-5-K5-3,KeminCaninePartThree,5,K5,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K5-3_L001_R1_001.fastq.gz,Dryspinach-5-K5-3_L001_R2_001.fastq.gz,3,Dryspinach
Dryspinach-5-K7-1,KeminCaninePartTwo,5,K7,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K7-1_L001_R1_001.fastq.gz,Dryspinach-5-K7-1_L001_R2_001.fastq.gz,1,Dryspinach
Dryspinach-5-K7-2,KeminCaninePartThree,5,K7,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K7-2_L001_R1_001.fastq.gz,Dryspinach-5-K7-2_L001_R2_001.fastq.gz,2,Dryspinach
Dryspinach-5-K7-3,KeminCaninePartOne,5,K7,Botanicals,16,dried spinich powder,20mg,"10,5,1mg",Dryspinach-5-K7-3_L001_R1_001.fastq.gz,Dryspinach-5-K7-3_L001_R2_001.fastq.gz,3,Dryspinach
FBB0-0-K10-1,KeminCaninePartThree,0,K10,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K10-1_L001_R1_001.fastq.gz,FBB0-0-K10-1_L001_R2_001.fastq.gz,1,FBB0
FBB0-0-K10-2,KeminCaninePartTwo,0,K10,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K10-2_L001_R1_001.fastq.gz,FBB0-0-K10-2_L001_R2_001.fastq.gz,2,FBB0
FBB0-0-K10-3,KeminCaninePartOne,0,K10,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K10-3_L001_R1_001.fastq.gz,FBB0-0-K10-3_L001_R2_001.fastq.gz,3,FBB0
FBB0-0-K3-1,KeminCaninePartOne,0,K3,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K3-1_L001_R1_001.fastq.gz,FBB0-0-K3-1_L001_R2_001.fastq.gz,1,FBB0
FBB0-0-K3-2,KeminCaninePartTwo,0,K3,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K3-2_L001_R1_001.fastq.gz,FBB0-0-K3-2_L001_R2_001.fastq.gz,2,FBB0
FBB0-0-K3-3,KeminCaninePartThree,0,K3,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K3-3_L001_R1_001.fastq.gz,FBB0-0-K3-3_L001_R2_001.fastq.gz,3,FBB0
FBB0-0-K5-1,KeminCaninePartThree,0,K5,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K5-1_L001_R1_001.fastq.gz,FBB0-0-K5-1_L001_R2_001.fastq.gz,1,FBB0
FBB0-0-K5-2,KeminCaninePartOne,0,K5,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K5-2_L001_R1_001.fastq.gz,FBB0-0-K5-2_L001_R2_001.fastq.gz,2,FBB0
FBB0-0-K5-3,KeminCaninePartTwo,0,K5,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K5-3_L001_R1_001.fastq.gz,FBB0-0-K5-3_L001_R2_001.fastq.gz,3,FBB0
FBB0-0-K7-1,KeminCaninePartTwo,0,K7,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K7-1_L001_R1_001.fastq.gz,FBB0-0-K7-1_L001_R2_001.fastq.gz,1,FBB0
FBB0-0-K7-2,KeminCaninePartOne,0,K7,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K7-2_L001_R1_001.fastq.gz,FBB0-0-K7-2_L001_R2_001.fastq.gz,2,FBB0
FBB0-0-K7-3,KeminCaninePartThree,0,K7,FBB0,FBB0,FBB0,FBB0,FBB0,FBB0-0-K7-3_L001_R1_001.fastq.gz,FBB0-0-K7-3_L001_R2_001.fastq.gz,3,FBB0
FBB16-0-K10-1,KeminCaninePartOne,0,K10,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K10-1_L001_R1_001.fastq.gz,FBB16-0-K10-1_L001_R2_001.fastq.gz,1,FBB16
FBB16-0-K10-2,KeminCaninePartThree,0,K10,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K10-2_L001_R1_001.fastq.gz,FBB16-0-K10-2_L001_R2_001.fastq.gz,2,FBB16
FBB16-0-K10-3,KeminCaninePartTwo,0,K10,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K10-3_L001_R1_001.fastq.gz,FBB16-0-K10-3_L001_R2_001.fastq.gz,3,FBB16
FBB16-0-K3-1,KeminCaninePartTwo,0,K3,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K3-1_L001_R1_001.fastq.gz,FBB16-0-K3-1_L001_R2_001.fastq.gz,1,FBB16
FBB16-0-K3-2,KeminCaninePartThree,0,K3,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K3-2_L001_R1_001.fastq.gz,FBB16-0-K3-2_L001_R2_001.fastq.gz,2,FBB16
FBB16-0-K3-3,KeminCaninePartOne,0,K3,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K3-3_L001_R1_001.fastq.gz,FBB16-0-K3-3_L001_R2_001.fastq.gz,3,FBB16
FBB16-0-K5-1,KeminCaninePartThree,0,K5,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K5-1_L001_R1_001.fastq.gz,FBB16-0-K5-1_L001_R2_001.fastq.gz,1,FBB16
FBB16-0-K5-2,KeminCaninePartTwo,0,K5,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K5-2_L001_R1_001.fastq.gz,FBB16-0-K5-2_L001_R2_001.fastq.gz,2,FBB16
FBB16-0-K5-3,KeminCaninePartOne,0,K5,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K5-3_L001_R1_001.fastq.gz,FBB16-0-K5-3_L001_R2_001.fastq.gz,3,FBB16
FBB16-0-K7-1,KeminCaninePartOne,0,K7,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K7-1_L001_R1_001.fastq.gz,FBB16-0-K7-1_L001_R2_001.fastq.gz,1,FBB16
FBB16-0-K7-2,KeminCaninePartTwo,0,K7,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K7-2_L001_R1_001.fastq.gz,FBB16-0-K7-2_L001_R2_001.fastq.gz,2,FBB16
FBB16-0-K7-3,KeminCaninePartThree,0,K7,FBB16,FBB16,FBB16,FBB16,FBB16,FBB16-0-K7-3_L001_R1_001.fastq.gz,FBB16-0-K7-3_L001_R2_001.fastq.gz,3,FBB16
Ginger-1-K10-1,KeminCaninePartOne,1,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K10-1_L001_R1_001.fastq.gz,Ginger-1-K10-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-1-K10-2,KeminCaninePartThree,1,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K10-2_L001_R1_001.fastq.gz,Ginger-1-K10-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-1-K10-3,KeminCaninePartTwo,1,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K10-3_L001_R1_001.fastq.gz,Ginger-1-K10-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-1-K3-1,KeminCaninePartTwo,1,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K3-1_L001_R1_001.fastq.gz,Ginger-1-K3-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-1-K3-2,KeminCaninePartOne,1,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K3-2_L001_R1_001.fastq.gz,Ginger-1-K3-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-1-K3-3,KeminCaninePartThree,1,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K3-3_L001_R1_001.fastq.gz,Ginger-1-K3-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-1-K5-1,KeminCaninePartThree,1,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K5-1_L001_R1_001.fastq.gz,Ginger-1-K5-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-1-K5-2,KeminCaninePartOne,1,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K5-2_L001_R1_001.fastq.gz,Ginger-1-K5-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-1-K5-3,KeminCaninePartTwo,1,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K5-3_L001_R1_001.fastq.gz,Ginger-1-K5-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-1-K7-1,KeminCaninePartOne,1,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K7-1_L001_R1_001.fastq.gz,Ginger-1-K7-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-1-K7-2,KeminCaninePartThree,1,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K7-2_L001_R1_001.fastq.gz,Ginger-1-K7-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-1-K7-3,KeminCaninePartTwo,1,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-1-K7-3_L001_R1_001.fastq.gz,Ginger-1-K7-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-10-K10-1,KeminCaninePartOne,10,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K10-1_L001_R1_001.fastq.gz,Ginger-10-K10-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-10-K10-2,KeminCaninePartThree,10,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K10-2_L001_R1_001.fastq.gz,Ginger-10-K10-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-10-K10-3,KeminCaninePartTwo,10,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K10-3_L001_R1_001.fastq.gz,Ginger-10-K10-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-10-K3-1,KeminCaninePartTwo,10,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K3-1_L001_R1_001.fastq.gz,Ginger-10-K3-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-10-K3-2,KeminCaninePartOne,10,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K3-2_L001_R1_001.fastq.gz,Ginger-10-K3-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-10-K3-3,KeminCaninePartThree,10,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K3-3_L001_R1_001.fastq.gz,Ginger-10-K3-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-10-K5-1,KeminCaninePartTwo,10,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K5-1_L001_R1_001.fastq.gz,Ginger-10-K5-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-10-K5-2,KeminCaninePartOne,10,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K5-2_L001_R1_001.fastq.gz,Ginger-10-K5-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-10-K5-3,KeminCaninePartThree,10,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K5-3_L001_R1_001.fastq.gz,Ginger-10-K5-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-10-K7-1,KeminCaninePartThree,10,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K7-1_L001_R1_001.fastq.gz,Ginger-10-K7-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-10-K7-2,KeminCaninePartTwo,10,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K7-2_L001_R1_001.fastq.gz,Ginger-10-K7-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-10-K7-3,KeminCaninePartOne,10,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-10-K7-3_L001_R1_001.fastq.gz,Ginger-10-K7-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-20-K10-1,KeminCaninePartOne,20,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K10-1_L001_R1_001.fastq.gz,Ginger-20-K10-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-20-K10-2,KeminCaninePartTwo,20,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K10-2_L001_R1_001.fastq.gz,Ginger-20-K10-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-20-K10-3,KeminCaninePartThree,20,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K10-3_L001_R1_001.fastq.gz,Ginger-20-K10-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-20-K3-1,KeminCaninePartTwo,20,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K3-1_L001_R1_001.fastq.gz,Ginger-20-K3-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-20-K3-2,KeminCaninePartOne,20,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K3-2_L001_R1_001.fastq.gz,Ginger-20-K3-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-20-K3-3,KeminCaninePartThree,20,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K3-3_L001_R1_001.fastq.gz,Ginger-20-K3-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-20-K5-1,KeminCaninePartOne,20,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K5-1_L001_R1_001.fastq.gz,Ginger-20-K5-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-20-K5-2,KeminCaninePartThree,20,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K5-2_L001_R1_001.fastq.gz,Ginger-20-K5-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-20-K5-3,KeminCaninePartTwo,20,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K5-3_L001_R1_001.fastq.gz,Ginger-20-K5-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-20-K7-1,KeminCaninePartTwo,20,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K7-1_L001_R1_001.fastq.gz,Ginger-20-K7-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-20-K7-2,KeminCaninePartOne,20,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K7-2_L001_R1_001.fastq.gz,Ginger-20-K7-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-20-K7-3,KeminCaninePartThree,20,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-20-K7-3_L001_R1_001.fastq.gz,Ginger-20-K7-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-5-K10-1,KeminCaninePartOne,5,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K10-1_L001_R1_001.fastq.gz,Ginger-5-K10-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-5-K10-2,KeminCaninePartTwo,5,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K10-2_L001_R1_001.fastq.gz,Ginger-5-K10-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-5-K10-3,KeminCaninePartThree,5,K10,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K10-3_L001_R1_001.fastq.gz,Ginger-5-K10-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-5-K3-1,KeminCaninePartOne,5,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K3-1_L001_R1_001.fastq.gz,Ginger-5-K3-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-5-K3-2,KeminCaninePartTwo,5,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K3-2_L001_R1_001.fastq.gz,Ginger-5-K3-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-5-K3-3,KeminCaninePartThree,5,K3,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K3-3_L001_R1_001.fastq.gz,Ginger-5-K3-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-5-K5-1,KeminCaninePartTwo,5,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K5-1_L001_R1_001.fastq.gz,Ginger-5-K5-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-5-K5-2,KeminCaninePartOne,5,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K5-2_L001_R1_001.fastq.gz,Ginger-5-K5-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-5-K5-3,KeminCaninePartThree,5,K5,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K5-3_L001_R1_001.fastq.gz,Ginger-5-K5-3_L001_R2_001.fastq.gz,3,Ginger
Ginger-5-K7-1,KeminCaninePartOne,5,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K7-1_L001_R1_001.fastq.gz,Ginger-5-K7-1_L001_R2_001.fastq.gz,1,Ginger
Ginger-5-K7-2,KeminCaninePartTwo,5,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K7-2_L001_R1_001.fastq.gz,Ginger-5-K7-2_L001_R2_001.fastq.gz,2,Ginger
Ginger-5-K7-3,KeminCaninePartThree,5,K7,Botanicals,15,ginger powder,20mg,"10,5,1mg",Ginger-5-K7-3_L001_R1_001.fastq.gz,Ginger-5-K7-3_L001_R2_001.fastq.gz,3,Ginger
Grdbeet-1-K10-1,KeminCaninePartTwo,1,K10,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K10-1_L001_R1_001.fastq.gz,Grdbeet-1-K10-1_L001_R2_001.fastq.gz,1,Grdbeet
Grdbeet-1-K10-2,KeminCaninePartOne,1,K10,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K10-2_L001_R1_001.fastq.gz,Grdbeet-1-K10-2_L001_R2_001.fastq.gz,2,Grdbeet
Grdbeet-1-K10-3,KeminCaninePartThree,1,K10,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K10-3_L001_R1_001.fastq.gz,Grdbeet-1-K10-3_L001_R2_001.fastq.gz,3,Grdbeet
Grdbeet-1-K3-1,KeminCaninePartThree,1,K3,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K3-1_L001_R1_001.fastq.gz,Grdbeet-1-K3-1_L001_R2_001.fastq.gz,1,Grdbeet
Grdbeet-1-K3-2,KeminCaninePartTwo,1,K3,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K3-2_L001_R1_001.fastq.gz,Grdbeet-1-K3-2_L001_R2_001.fastq.gz,2,Grdbeet
Grdbeet-1-K3-3,KeminCaninePartOne,1,K3,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K3-3_L001_R1_001.fastq.gz,Grdbeet-1-K3-3_L001_R2_001.fastq.gz,3,Grdbeet
Grdbeet-1-K5-1,KeminCaninePartTwo,1,K5,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K5-1_L001_R1_001.fastq.gz,Grdbeet-1-K5-1_L001_R2_001.fastq.gz,1,Grdbeet
Grdbeet-1-K5-2,KeminCaninePartThree,1,K5,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K5-2_L001_R1_001.fastq.gz,Grdbeet-1-K5-2_L001_R2_001.fastq.gz,2,Grdbeet
Grdbeet-1-K5-3,KeminCaninePartOne,1,K5,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K5-3_L001_R1_001.fastq.gz,Grdbeet-1-K5-3_L001_R2_001.fastq.gz,3,Grdbeet
Grdbeet-1-K7-1,KeminCaninePartTwo,1,K7,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K7-1_L001_R1_001.fastq.gz,Grdbeet-1-K7-1_L001_R2_001.fastq.gz,1,Grdbeet
Grdbeet-1-K7-2,KeminCaninePartOne,1,K7,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K7-2_L001_R1_001.fastq.gz,Grdbeet-1-K7-2_L001_R2_001.fastq.gz,2,Grdbeet
Grdbeet-1-K7-3,KeminCaninePartThree,1,K7,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-1-K7-3_L001_R1_001.fastq.gz,Grdbeet-1-K7-3_L001_R2_001.fastq.gz,3,Grdbeet
Grdbeet-10-K10-1,KeminCaninePartOne,10,K10,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K10-1_L001_R1_001.fastq.gz,Grdbeet-10-K10-1_L001_R2_001.fastq.gz,1,Grdbeet
Grdbeet-10-K10-2,KeminCaninePartTwo,10,K10,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K10-2_L001_R1_001.fastq.gz,Grdbeet-10-K10-2_L001_R2_001.fastq.gz,2,Grdbeet
Grdbeet-10-K10-3,KeminCaninePartThree,10,K10,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K10-3_L001_R1_001.fastq.gz,Grdbeet-10-K10-3_L001_R2_001.fastq.gz,3,Grdbeet
Grdbeet-10-K3-1,KeminCaninePartOne,10,K3,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K3-1_L001_R1_001.fastq.gz,Grdbeet-10-K3-1_L001_R2_001.fastq.gz,1,Grdbeet
Grdbeet-10-K3-2,KeminCaninePartThree,10,K3,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K3-2_L001_R1_001.fastq.gz,Grdbeet-10-K3-2_L001_R2_001.fastq.gz,2,Grdbeet
Grdbeet-10-K3-3,KeminCaninePartTwo,10,K3,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K3-3_L001_R1_001.fastq.gz,Grdbeet-10-K3-3_L001_R2_001.fastq.gz,3,Grdbeet
Grdbeet-10-K5-1,KeminCaninePartThree,10,K5,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K5-1_L001_R1_001.fastq.gz,Grdbeet-10-K5-1_L001_R2_001.fastq.gz,1,Grdbeet
Grdbeet-10-K5-2,KeminCaninePartOne,10,K5,Complex fiber,5,Ground Beet Pulp,20mg,"10,5,1mg",Grdbeet-10-K5-2_L001_R1_001.fastq.gz,Grdbeet-10-K5-2_L001_R2_001.fastq.gz,2,Grdbeet
