Sample_Name,Sample_Project,Amount,Microbiome,Category.,X,Sample,Highest.Dose.,Further.Dilutions.,fq1,fq2,Rep,Sample_Abbrv
Oat-C-20-K5-3,KeminCaninePartOne,20,K5,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-20-K5-3_L001_R1_001.fastq.gz,Oat-C-20-K5-3_L001_R2_001.fastq.gz,3,Oat-C
Oat-C-20-K7-1,KeminCaninePartThree,20,K7,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-20-K7-1_L001_R1_001.fastq.gz,Oat-C-20-K7-1_L001_R2_001.fastq.gz,1,Oat-C
Oat-C-20-K7-2,KeminCaninePartTwo,20,K7,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-20-K7-2_L001_R1_001.fastq.gz,Oat-C-20-K7-2_L001_R2_001.fastq.gz,2,Oat-C
Oat-C-20-K7-3,KeminCaninePartOne,20,K7,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-20-K7-3_L001_R1_001.fastq.gz,Oat-C-20-K7-3_L001_R2_001.fastq.gz,3,Oat-C
Oat-C-5-K10-1,KeminCaninePartThree,5,K10,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K10-1_L001_R1_001.fastq.gz,Oat-C-5-K10-1_L001_R2_001.fastq.gz,1,Oat-C
Oat-C-5-K10-2,KeminCaninePartOne,5,K10,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K10-2_L001_R1_001.fastq.gz,Oat-C-5-K10-2_L001_R2_001.fastq.gz,2,Oat-C
Oat-C-5-K10-3,KeminCaninePartTwo,5,K10,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K10-3_L001_R1_001.fastq.gz,Oat-C-5-K10-3_L001_R2_001.fastq.gz,3,Oat-C
Oat-C-5-K3-1,KeminCaninePartThree,5,K3,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K3-1_L001_R1_001.fastq.gz,Oat-C-5-K3-1_L001_R2_001.fastq.gz,1,Oat-C
Oat-C-5-K3-2,KeminCaninePartTwo,5,K3,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K3-2_L001_R1_001.fastq.gz,Oat-C-5-K3-2_L001_R2_001.fastq.gz,2,Oat-C
Oat-C-5-K3-3,KeminCaninePartOne,5,K3,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K3-3_L001_R1_001.fastq.gz,Oat-C-5-K3-3_L001_R2_001.fastq.gz,3,Oat-C
Oat-C-5-K5-1,KeminCaninePartTwo,5,K5,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K5-1_L001_R1_001.fastq.gz,Oat-C-5-K5-1_L001_R2_001.fastq.gz,1,Oat-C
Oat-C-5-K5-2,KeminCaninePartOne,5,K5,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K5-2_L001_R1_001.fastq.gz,Oat-C-5-K5-2_L001_R2_001.fastq.gz,2,Oat-C
Oat-C-5-K5-3,KeminCaninePartThree,5,K5,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K5-3_L001_R1_001.fastq.gz,Oat-C-5-K5-3_L001_R2_001.fastq.gz,3,Oat-C
Oat-C-5-K7-1,KeminCaninePartTwo,5,K7,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K7-1_L001_R1_001.fastq.gz,Oat-C-5-K7-1_L001_R2_001.fastq.gz,1,Oat-C
Oat-C-5-K7-2,KeminCaninePartThree,5,K7,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K7-2_L001_R1_001.fastq.gz,Oat-C-5-K7-2_L001_R2_001.fastq.gz,2,Oat-C
Oat-C-5-K7-3,KeminCaninePartOne,5,K7,b-glucan,1,Oat Bagasse-Control,20mg,"10,5,1mg",Oat-C-5-K7-3_L001_R1_001.fastq.gz,Oat-C-5-K7-3_L001_R2_001.fastq.gz,3,Oat-C
Oat-PBV-1-K10-1,KeminCaninePartThree,1,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K10-1_L001_R1_001.fastq.gz,Oat-PBV-1-K10-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-1-K10-2,KeminCaninePartOne,1,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K10-2_L001_R1_001.fastq.gz,Oat-PBV-1-K10-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-1-K10-3,KeminCaninePartTwo,1,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K10-3_L001_R1_001.fastq.gz,Oat-PBV-1-K10-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-1-K3-1,KeminCaninePartThree,1,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K3-1_L001_R1_001.fastq.gz,Oat-PBV-1-K3-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-1-K3-2,KeminCaninePartOne,1,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K3-2_L001_R1_001.fastq.gz,Oat-PBV-1-K3-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-1-K3-3,KeminCaninePartTwo,1,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K3-3_L001_R1_001.fastq.gz,Oat-PBV-1-K3-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-1-K5-1,KeminCaninePartOne,1,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K5-1_L001_R1_001.fastq.gz,Oat-PBV-1-K5-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-1-K5-2,KeminCaninePartTwo,1,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K5-2_L001_R1_001.fastq.gz,Oat-PBV-1-K5-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-1-K5-3,KeminCaninePartThree,1,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K5-3_L001_R1_001.fastq.gz,Oat-PBV-1-K5-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-1-K7-1,KeminCaninePartThree,1,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K7-1_L001_R1_001.fastq.gz,Oat-PBV-1-K7-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-1-K7-2,KeminCaninePartTwo,1,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K7-2_L001_R1_001.fastq.gz,Oat-PBV-1-K7-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-1-K7-3,KeminCaninePartOne,1,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-1-K7-3_L001_R1_001.fastq.gz,Oat-PBV-1-K7-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-10-K10-1,KeminCaninePartOne,10,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K10-1_L001_R1_001.fastq.gz,Oat-PBV-10-K10-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-10-K10-2,KeminCaninePartThree,10,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K10-2_L001_R1_001.fastq.gz,Oat-PBV-10-K10-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-10-K10-3,KeminCaninePartTwo,10,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K10-3_L001_R1_001.fastq.gz,Oat-PBV-10-K10-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-10-K3-1,KeminCaninePartThree,10,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K3-1_L001_R1_001.fastq.gz,Oat-PBV-10-K3-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-10-K3-2,KeminCaninePartOne,10,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K3-2_L001_R1_001.fastq.gz,Oat-PBV-10-K3-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-10-K3-3,KeminCaninePartTwo,10,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K3-3_L001_R1_001.fastq.gz,Oat-PBV-10-K3-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-10-K5-1,KeminCaninePartThree,10,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K5-1_L001_R1_001.fastq.gz,Oat-PBV-10-K5-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-10-K5-2,KeminCaninePartTwo,10,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K5-2_L001_R1_001.fastq.gz,Oat-PBV-10-K5-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-10-K5-3,KeminCaninePartOne,10,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K5-3_L001_R1_001.fastq.gz,Oat-PBV-10-K5-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-10-K7-1,KeminCaninePartThree,10,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K7-1_L001_R1_001.fastq.gz,Oat-PBV-10-K7-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-10-K7-2,KeminCaninePartOne,10,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K7-2_L001_R1_001.fastq.gz,Oat-PBV-10-K7-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-10-K7-3,KeminCaninePartTwo,10,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-10-K7-3_L001_R1_001.fastq.gz,Oat-PBV-10-K7-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-20-K10-1,KeminCaninePartOne,20,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K10-1_L001_R1_001.fastq.gz,Oat-PBV-20-K10-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-20-K10-2,KeminCaninePartThree,20,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K10-2_L001_R1_001.fastq.gz,Oat-PBV-20-K10-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-20-K10-3,KeminCaninePartTwo,20,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K10-3_L001_R1_001.fastq.gz,Oat-PBV-20-K10-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-20-K3-1,KeminCaninePartOne,20,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K3-1_L001_R1_001.fastq.gz,Oat-PBV-20-K3-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-20-K3-2,KeminCaninePartTwo,20,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K3-2_L001_R1_001.fastq.gz,Oat-PBV-20-K3-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-20-K3-3,KeminCaninePartThree,20,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K3-3_L001_R1_001.fastq.gz,Oat-PBV-20-K3-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-20-K5-1,KeminCaninePartThree,20,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K5-1_L001_R1_001.fastq.gz,Oat-PBV-20-K5-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-20-K5-2,KeminCaninePartOne,20,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K5-2_L001_R1_001.fastq.gz,Oat-PBV-20-K5-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-20-K5-3,KeminCaninePartTwo,20,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K5-3_L001_R1_001.fastq.gz,Oat-PBV-20-K5-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-20-K7-1,KeminCaninePartOne,20,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K7-1_L001_R1_001.fastq.gz,Oat-PBV-20-K7-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-20-K7-2,KeminCaninePartTwo,20,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K7-2_L001_R1_001.fastq.gz,Oat-PBV-20-K7-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-20-K7-3,KeminCaninePartThree,20,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-20-K7-3_L001_R1_001.fastq.gz,Oat-PBV-20-K7-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-5-K10-1,KeminCaninePartOne,5,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K10-1_L001_R1_001.fastq.gz,Oat-PBV-5-K10-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-5-K10-2,KeminCaninePartTwo,5,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K10-2_L001_R1_001.fastq.gz,Oat-PBV-5-K10-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-5-K10-3,KeminCaninePartThree,5,K10,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K10-3_L001_R1_001.fastq.gz,Oat-PBV-5-K10-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-5-K3-1,KeminCaninePartOne,5,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K3-1_L001_R1_001.fastq.gz,Oat-PBV-5-K3-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-5-K3-2,KeminCaninePartTwo,5,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K3-2_L001_R1_001.fastq.gz,Oat-PBV-5-K3-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-5-K3-3,KeminCaninePartThree,5,K3,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K3-3_L001_R1_001.fastq.gz,Oat-PBV-5-K3-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-5-K5-1,KeminCaninePartOne,5,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K5-1_L001_R1_001.fastq.gz,Oat-PBV-5-K5-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-5-K5-2,KeminCaninePartThree,5,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K5-2_L001_R1_001.fastq.gz,Oat-PBV-5-K5-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-5-K5-3,KeminCaninePartTwo,5,K5,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K5-3_L001_R1_001.fastq.gz,Oat-PBV-5-K5-3_L001_R2_001.fastq.gz,3,Oat-PBV
Oat-PBV-5-K7-1,KeminCaninePartThree,5,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K7-1_L001_R1_001.fastq.gz,Oat-PBV-5-K7-1_L001_R2_001.fastq.gz,1,Oat-PBV
Oat-PBV-5-K7-2,KeminCaninePartTwo,5,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K7-2_L001_R1_001.fastq.gz,Oat-PBV-5-K7-2_L001_R2_001.fastq.gz,2,Oat-PBV
Oat-PBV-5-K7-3,KeminCaninePartOne,5,K7,b-glucan,3,Oat Bagasse hydrolysate-(PBV),20mg,"10,5,1mg",Oat-PBV-5-K7-3_L001_R1_001.fastq.gz,Oat-PBV-5-K7-3_L001_R2_001.fastq.gz,3,Oat-PBV
Olive-1-K10-1,KeminCaninePartTwo,1,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K10-1_L001_R1_001.fastq.gz,Olive-1-K10-1_L001_R2_001.fastq.gz,1,Olive
Olive-1-K10-2,KeminCaninePartOne,1,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K10-2_L001_R1_001.fastq.gz,Olive-1-K10-2_L001_R2_001.fastq.gz,2,Olive
Olive-1-K10-3,KeminCaninePartThree,1,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K10-3_L001_R1_001.fastq.gz,Olive-1-K10-3_L001_R2_001.fastq.gz,3,Olive
Olive-1-K3-1,KeminCaninePartOne,1,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K3-1_L001_R1_001.fastq.gz,Olive-1-K3-1_L001_R2_001.fastq.gz,1,Olive
Olive-1-K3-2,KeminCaninePartThree,1,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K3-2_L001_R1_001.fastq.gz,Olive-1-K3-2_L001_R2_001.fastq.gz,2,Olive
Olive-1-K3-3,KeminCaninePartTwo,1,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K3-3_L001_R1_001.fastq.gz,Olive-1-K3-3_L001_R2_001.fastq.gz,3,Olive
Olive-1-K5-1,KeminCaninePartOne,1,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K5-1_L001_R1_001.fastq.gz,Olive-1-K5-1_L001_R2_001.fastq.gz,1,Olive
Olive-1-K5-2,KeminCaninePartThree,1,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K5-2_L001_R1_001.fastq.gz,Olive-1-K5-2_L001_R2_001.fastq.gz,2,Olive
Olive-1-K5-3,KeminCaninePartTwo,1,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K5-3_L001_R1_001.fastq.gz,Olive-1-K5-3_L001_R2_001.fastq.gz,3,Olive
Olive-1-K7-1,KeminCaninePartOne,1,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K7-1_L001_R1_001.fastq.gz,Olive-1-K7-1_L001_R2_001.fastq.gz,1,Olive
Olive-1-K7-2,KeminCaninePartTwo,1,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K7-2_L001_R1_001.fastq.gz,Olive-1-K7-2_L001_R2_001.fastq.gz,2,Olive
Olive-1-K7-3,KeminCaninePartThree,1,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-1-K7-3_L001_R1_001.fastq.gz,Olive-1-K7-3_L001_R2_001.fastq.gz,3,Olive
Olive-10-K10-1,KeminCaninePartOne,10,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K10-1_L001_R1_001.fastq.gz,Olive-10-K10-1_L001_R2_001.fastq.gz,1,Olive
Olive-10-K10-2,KeminCaninePartTwo,10,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K10-2_L001_R1_001.fastq.gz,Olive-10-K10-2_L001_R2_001.fastq.gz,2,Olive
Olive-10-K10-3,KeminCaninePartThree,10,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K10-3_L001_R1_001.fastq.gz,Olive-10-K10-3_L001_R2_001.fastq.gz,3,Olive
Olive-10-K3-1,KeminCaninePartTwo,10,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K3-1_L001_R1_001.fastq.gz,Olive-10-K3-1_L001_R2_001.fastq.gz,1,Olive
Olive-10-K3-2,KeminCaninePartOne,10,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K3-2_L001_R1_001.fastq.gz,Olive-10-K3-2_L001_R2_001.fastq.gz,2,Olive
Olive-10-K3-3,KeminCaninePartThree,10,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K3-3_L001_R1_001.fastq.gz,Olive-10-K3-3_L001_R2_001.fastq.gz,3,Olive
Olive-10-K5-1,KeminCaninePartThree,10,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K5-1_L001_R1_001.fastq.gz,Olive-10-K5-1_L001_R2_001.fastq.gz,1,Olive
Olive-10-K5-2,KeminCaninePartOne,10,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K5-2_L001_R1_001.fastq.gz,Olive-10-K5-2_L001_R2_001.fastq.gz,2,Olive
Olive-10-K5-3,KeminCaninePartTwo,10,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K5-3_L001_R1_001.fastq.gz,Olive-10-K5-3_L001_R2_001.fastq.gz,3,Olive
Olive-10-K7-1,KeminCaninePartOne,10,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K7-1_L001_R1_001.fastq.gz,Olive-10-K7-1_L001_R2_001.fastq.gz,1,Olive
Olive-10-K7-2,KeminCaninePartThree,10,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K7-2_L001_R1_001.fastq.gz,Olive-10-K7-2_L001_R2_001.fastq.gz,2,Olive
Olive-10-K7-3,KeminCaninePartTwo,10,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-10-K7-3_L001_R1_001.fastq.gz,Olive-10-K7-3_L001_R2_001.fastq.gz,3,Olive
Olive-20-K10-1,KeminCaninePartThree,20,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K10-1_L001_R1_001.fastq.gz,Olive-20-K10-1_L001_R2_001.fastq.gz,1,Olive
Olive-20-K10-2,KeminCaninePartTwo,20,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K10-2_L001_R1_001.fastq.gz,Olive-20-K10-2_L001_R2_001.fastq.gz,2,Olive
Olive-20-K10-3,KeminCaninePartOne,20,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K10-3_L001_R1_001.fastq.gz,Olive-20-K10-3_L001_R2_001.fastq.gz,3,Olive
Olive-20-K3-1,KeminCaninePartOne,20,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K3-1_L001_R1_001.fastq.gz,Olive-20-K3-1_L001_R2_001.fastq.gz,1,Olive
Olive-20-K3-2,KeminCaninePartThree,20,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K3-2_L001_R1_001.fastq.gz,Olive-20-K3-2_L001_R2_001.fastq.gz,2,Olive
Olive-20-K3-3,KeminCaninePartTwo,20,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K3-3_L001_R1_001.fastq.gz,Olive-20-K3-3_L001_R2_001.fastq.gz,3,Olive
Olive-20-K5-1,KeminCaninePartOne,20,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K5-1_L001_R1_001.fastq.gz,Olive-20-K5-1_L001_R2_001.fastq.gz,1,Olive
Olive-20-K5-2,KeminCaninePartThree,20,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K5-2_L001_R1_001.fastq.gz,Olive-20-K5-2_L001_R2_001.fastq.gz,2,Olive
Olive-20-K5-3,KeminCaninePartTwo,20,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K5-3_L001_R1_001.fastq.gz,Olive-20-K5-3_L001_R2_001.fastq.gz,3,Olive
Olive-20-K7-1,KeminCaninePartTwo,20,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K7-1_L001_R1_001.fastq.gz,Olive-20-K7-1_L001_R2_001.fastq.gz,1,Olive
Olive-20-K7-2,KeminCaninePartThree,20,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K7-2_L001_R1_001.fastq.gz,Olive-20-K7-2_L001_R2_001.fastq.gz,2,Olive
Olive-20-K7-3,KeminCaninePartOne,20,K7,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-20-K7-3_L001_R1_001.fastq.gz,Olive-20-K7-3_L001_R2_001.fastq.gz,3,Olive
Olive-5-K10-1,KeminCaninePartThree,5,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K10-1_L001_R1_001.fastq.gz,Olive-5-K10-1_L001_R2_001.fastq.gz,1,Olive
Olive-5-K10-2,KeminCaninePartOne,5,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K10-2_L001_R1_001.fastq.gz,Olive-5-K10-2_L001_R2_001.fastq.gz,2,Olive
Olive-5-K10-3,KeminCaninePartTwo,5,K10,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K10-3_L001_R1_001.fastq.gz,Olive-5-K10-3_L001_R2_001.fastq.gz,3,Olive
Olive-5-K3-1,KeminCaninePartTwo,5,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K3-1_L001_R1_001.fastq.gz,Olive-5-K3-1_L001_R2_001.fastq.gz,1,Olive
Olive-5-K3-2,KeminCaninePartThree,5,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K3-2_L001_R1_001.fastq.gz,Olive-5-K3-2_L001_R2_001.fastq.gz,2,Olive
Olive-5-K3-3,KeminCaninePartOne,5,K3,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K3-3_L001_R1_001.fastq.gz,Olive-5-K3-3_L001_R2_001.fastq.gz,3,Olive
Olive-5-K5-1,KeminCaninePartOne,5,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K5-1_L001_R1_001.fastq.gz,Olive-5-K5-1_L001_R2_001.fastq.gz,1,Olive
Olive-5-K5-2,KeminCaninePartTwo,5,K5,Botanicals,11,Olive Flour,20mg,"10,5,1mg",Olive-5-K5-2_L001_R1_001.fastq.gz,Olive-5-K5-2_L001_R2_001.fastq.gz,2,Olive
