"","Sample1","Sample2","Fs_value","p_value"
"147","guar gum","Oat Bagasse hydrolysate-(B)",0.244610148283161,0.602
"148","HiSmooth flax seed fiber","Oat Bagasse hydrolysate-(B)",2.84698769194713,0.104
"149","Jerusalum articohoke powder (inulin)","Oat Bagasse hydrolysate-(B)",0.279316664900331,0.593
"150","kappa carageenan ","Oat Bagasse hydrolysate-(B)",0.159054309460151,0.675
"151","lemon powder","Oat Bagasse hydrolysate-(B)",1.20820573097487,0.283
"152","locust bean gum","Oat Bagasse hydrolysate-(B)",0.350696796355164,0.55
"153","Micronized cassava fiber","Oat Bagasse hydrolysate-(B)",16.8716865800332,0.002
"154","Mushroom chitosan","Oat Bagasse hydrolysate-(B)",5.24965287116183,0.035
"155","beetroot powder","Oat Bagasse-Control",0.634920253851633,0.435
"156","BetaVia Pure WD","Oat Bagasse-Control",4.21941746558249,0.047
"157","carrot powder","Oat Bagasse-Control",1.26629337733152,0.267
"158","Cellulose","Oat Bagasse-Control",0.560357373177071,0.466
"159","dried apple pomace","Oat Bagasse-Control",7.19379456277187,0.017
"160","dried spinich powder","Oat Bagasse-Control",0.39361591245721,0.52
"161","FBB16","Oat Bagasse-Control",6.90359508391682,0.015
"162","ginger powder","Oat Bagasse-Control",2.07976078785849,0.157
"163","Ground Beet Pulp","Oat Bagasse-Control",23.6257405822137,0.001
"164","guar gum","Oat Bagasse-Control",1.70340968410252,0.184
"165","HiSmooth flax seed fiber","Oat Bagasse-Control",8.2237309760273,0.01
"166","Jerusalum articohoke powder (inulin)","Oat Bagasse-Control",1.77384678614711,0.192
"167","kappa carageenan ","Oat Bagasse-Control",0.0358627427106864,0.863
"168","lemon powder","Oat Bagasse-Control",0.520654094714639,0.454
"169","locust bean gum","Oat Bagasse-Control",2.47660523509511,0.128
"170","Micronized cassava fiber","Oat Bagasse-Control",19.5639708130278,0.001
"171","Mushroom chitosan","Oat Bagasse-Control",13.1575322899762,0.003
"172","Oat Bagasse hydrolysate-(B)","Oat Bagasse-Control",0.304315640097168,0.577
"173","Oat Bagasse hydrolysate-(PBV)","Oat Bagasse-Control",0.447224739409584,0.525
"174","beetroot powder","Oat Bagasse hydrolysate-(PBV)",0.00109464603119396,0.967
"175","BetaVia Pure WD","Oat Bagasse hydrolysate-(PBV)",4.75233115501613,0.045
"176","carrot powder","Oat Bagasse hydrolysate-(PBV)",0.103971679054525,0.771
"177","Cellulose","Oat Bagasse hydrolysate-(PBV)",1.40977910060378,0.256
"178","dried apple pomace","Oat Bagasse hydrolysate-(PBV)",2.52536821404806,0.109
"179","dried spinich powder","Oat Bagasse hydrolysate-(PBV)",0.0242195813532907,0.876
"180","FBB16","Oat Bagasse hydrolysate-(PBV)",1.38025042188256,0.293
"181","ginger powder","Oat Bagasse hydrolysate-(PBV)",2.88418609198353,0.104
"182","Ground Beet Pulp","Oat Bagasse hydrolysate-(PBV)",8.2948075686781,0.009
"183","guar gum","Oat Bagasse hydrolysate-(PBV)",2.55448400801788,0.133
"184","HiSmooth flax seed fiber","Oat Bagasse hydrolysate-(PBV)",6.97974120535951,0.015
"185","Jerusalum articohoke powder (inulin)","Oat Bagasse hydrolysate-(PBV)",2.62310800033928,0.121
"186","kappa carageenan ","Oat Bagasse hydrolysate-(PBV)",0.642130863716206,0.414
"187","lemon powder","Oat Bagasse hydrolysate-(PBV)",0.00807151992486805,0.917
"188","locust bean gum","Oat Bagasse hydrolysate-(PBV)",3.08288509202304,0.094
"189","Micronized cassava fiber","Oat Bagasse hydrolysate-(PBV)",6.92818556126275,0.014
"190","Mushroom chitosan","Oat Bagasse hydrolysate-(PBV)",10.4100569663891,0.008
"191","Oat Bagasse hydrolysate-(B)","Oat Bagasse hydrolysate-(PBV)",1.00458816173341,0.326
"192","beetroot powder","Olive Flour",12.8426000391926,0.003
"193","BetaVia Pure WD","Olive Flour",0.798600198737954,0.388
"194","carrot powder","Olive Flour",12.6497391305505,0.002
"195","Cellulose","Olive Flour",4.47392257114296,0.055
"196","dried apple pomace","Olive Flour",24.619695124882,0.001
"197","dried spinich powder","Olive Flour",11.6448034698819,0.003
"198","FBB16","Olive Flour",16.5237284995276,0.003
"199","ginger powder","Olive Flour",3.12647653916043,0.078
"200","Ground Beet Pulp","Olive Flour",54.3905211324316,0.001
"201","guar gum","Olive Flour",3.68615025315828,0.058
"202","HiSmooth flax seed fiber","Olive Flour",0.348651232362408,0.578
"203","Jerusalum articohoke powder (inulin)","Olive Flour",3.41314878444461,0.078
"204","kappa carageenan ","Olive Flour",8.68277108133197,0.012
"205","lemon powder","Olive Flour",12.3685157815416,0.002
"206","locust bean gum","Olive Flour",4.39195026777683,0.048
"207","Micronized cassava fiber","Olive Flour",47.8892445120234,0.001
"208","Mushroom chitosan","Olive Flour",0.000579769223944402,0.981
"209","Oat Bagasse hydrolysate-(B)","Olive Flour",4.23395909446225,0.056
"210","Oat Bagasse-Control","Olive Flour",9.81428993998081,0.004
"211","Oat Bagasse hydrolysate-(PBV)","Olive Flour",8.87902772993574,0.004
"212","beetroot powder","pomegranate powder",44.9434455800094,0.001
"213","BetaVia Pure WD","pomegranate powder",14.913404114027,0.002
"214","carrot powder","pomegranate powder",39.3811072444964,0.001
"215","Cellulose","pomegranate powder",26.3805565478915,0.001
"216","dried apple pomace","pomegranate powder",58.4288619119009,0.001
"217","dried spinich powder","pomegranate powder",42.3604727820611,0.001
"218","FBB16","pomegranate powder",39.8730815392589,0.003
"219","ginger powder","pomegranate powder",25.7800480209382,0.001
"220","Ground Beet Pulp","pomegranate powder",115.736096424868,0.001
"221","guar gum","pomegranate powder",27.7004956672983,0.001
"222","HiSmooth flax seed fiber","pomegranate powder",15.5396328173147,0.001
"223","Jerusalum articohoke powder (inulin)","pomegranate powder",26.4026630938189,0.001
"224","kappa carageenan ","pomegranate powder",40.312289065637,0.001
"225","lemon powder","pomegranate powder",44.060507923269,0.001
"226","locust bean gum","pomegranate powder",34.4675449056623,0.001
"227","Micronized cassava fiber","pomegranate powder",103.693241549186,0.001
"228","Mushroom chitosan","pomegranate powder",11.4720588246229,0.008
"229","Oat Bagasse hydrolysate-(B)","pomegranate powder",23.2536288000062,0.001
"230","Oat Bagasse-Control","pomegranate powder",43.0366086215082,0.001
"231","Oat Bagasse hydrolysate-(PBV)","pomegranate powder",30.3819916236555,0.001
"232","Olive Flour","pomegranate powder",9.21852390016764,0.01
"233","beetroot powder","Psyllium Husk",12.441598872152,0.003
"234","BetaVia Pure WD","Psyllium Husk",0.192446377528349,0.658
"235","carrot powder","Psyllium Husk",11.8471059809567,0.005
"236","Cellulose","Psyllium Husk",3.36130588869081,0.075
"237","dried apple pomace","Psyllium Husk",24.9175589516141,0.001
"238","dried spinich powder","Psyllium Husk",11.0665413194863,0.006
"239","FBB16","Psyllium Husk",26.3975262471563,0.003
"240","ginger powder","Psyllium Husk",2.03095880936816,0.176
"241","Ground Beet Pulp","Psyllium Husk",64.2964190024919,0.001
"242","guar gum","Psyllium Husk",2.57355317409457,0.127
"243","HiSmooth flax seed fiber","Psyllium Husk",0.000507181972796377,0.983
"244","Jerusalum articohoke powder (inulin)","Psyllium Husk",2.30791298854433,0.13
"245","kappa carageenan ","Psyllium Husk",7.99024188477329,0.013
"246","lemon powder","Psyllium Husk",11.9062411606938,0.006
"247","locust bean gum","Psyllium Husk",3.34506663101474,0.091
"248","Micronized cassava fiber","Psyllium Husk",55.0490285441301,0.001
"249","Mushroom chitosan","Psyllium Husk",0.536596599088766,0.454
"250","Oat Bagasse hydrolysate-(B)","Psyllium Husk",3.2200802070884,0.101
"251","Oat Bagasse-Control","Psyllium Husk",9.313140075213,0.006
"252","Oat Bagasse hydrolysate-(PBV)","Psyllium Husk",7.79899788565469,0.017
"253","Olive Flour","Psyllium Husk",0.363457307102973,0.555
"254","pomegranate powder","Psyllium Husk",17.1136793373686,0.001
"255","beetroot powder","xanthan gum",27.5905241602978,0.001
"256","BetaVia Pure WD","xanthan gum",3.34279040332849,0.089
"257","carrot powder","xanthan gum",23.2370640660896,0.001
"258","Cellulose","xanthan gum",11.2627027625432,0.003
"259","dried apple pomace","xanthan gum",41.1435380228724,0.001
"260","dried spinich powder","xanthan gum",25.1539953950959,0.001
"261","FBB16","xanthan gum",66.203736470583,0.002
"262","ginger powder","xanthan gum",9.99992999662094,0.006
"263","Ground Beet Pulp","xanthan gum",107.723265322891,0.001
"264","guar gum","xanthan gum",11.4851081801015,0.004
"265","HiSmooth flax seed fiber","xanthan gum",2.96535558466256,0.112
"266","Jerusalum articohoke powder (inulin)","xanthan gum",10.5483549843058,0.003
"267","kappa carageenan ","xanthan gum",22.8736597398106,0.001
"268","lemon powder","xanthan gum",26.7408056934153,0.001
"269","locust bean gum","xanthan gum",16.9934444960861,0.001
"270","Micronized cassava fiber","xanthan gum",91.6722540430774,0.001
"271","Mushroom chitosan","xanthan gum",0.780630832493557,0.372
"272","Oat Bagasse hydrolysate-(B)","xanthan gum",9.96881290042782,0.005
"273","Oat Bagasse-Control","xanthan gum",25.5612726002945,0.001
"274","Oat Bagasse hydrolysate-(PBV)","xanthan gum",16.0606984915966,0.002
"275","Olive Flour","xanthan gum",0.576890461184449,0.469
"276","pomegranate powder","xanthan gum",9.30069833528739,0.004
"277","Psyllium Husk","xanthan gum",3.23997124298244,0.094
